"EMP_ID"	"FIRST_NAME"	"LAST_NAME"	"LASTFOUR_SSN"	"CO_MOBILE"	"CO_EMAIL"	"ACTION"	"ACTION_DATE"	"JOB_TITLE"	"SUPERVISOR_ID"	"DEPT_CODE"
370	"Jim"	"Allen"	"3593"	"713-249-2591"	"jmallen@abcco.com"	"HIRE"	01-JUL-2022 01:01:01 AM	"Systems Analyst"	1	"ITHELP    "
527	"Anderson"	"Smith"	"1273"	""	"sma@gmail.com"	"HIRE"	11-MAY-2022 09:27:22 PM	"Social Media Influencer"		"PR        "
528	"Jefferson"	"Emmanuel"	"1138"	""	"jemma@gmail.com"	"HIRE"	11-MAY-2022 09:27:22 PM	"IT Help Desk Consultant"		"ITHELP    "
389	"Luna"	"Himemori"	"727 "	"832-225-2656"	"hluna@covercorp.com"	"HIRE"	20-JUL-2022 09:00:00 AM	"Accountant"		"ACCT      "
390	"Subaru"	"Oozora"	"4841"	"832-255-8686"	"Oz.shuba@covercorp.com"	"HIRE"	19-JUL-2022 09:00:00 AM	"IT Help Desk"		"ITHELP    "
391	"Botan"	"Shishiro"	"9982"	"832-665-3518"	"shibotan@covercorp.com"	"HIRE"	03-AUG-2022 09:00:00 AM	"Manager"		"ITHELP    "
421	"Jordan"	"Fries"	"1495"	"832-113-4567"	"jordanf21@gmail.com"	"HIRE"	23-JUN-2022 08:54:35 AM	"Systems Analyst"	1	"ITHELP    "
422	"James"	"Fried"	"1595"	"832-193-1567"	"jamesf21@gmail.com"	"HIRE"	23-JUN-2022 08:54:35 AM	"Recruiter"	2	"HR        "
427	"John"	"Doe"	"1111"	"123-456-7890"	"johndoe01@abcco.com"	"HIRE"	01-FEB-2022 08:53:33 PM	"Sales Representative"	1	"SALES     "
428	"Tina"	"Clark"	"2222"	"123-456-7891"	"tinaclark@abcco.com"	"HIRE"	11-FEB-2022 10:13:33 PM	"IT Technical Support Specialist"	1	"ITHELP    "
429	"Dwayne"	"Johnson"	"3333"	"123-456-7893"	"dwaynejohnson@abcco.com"	"HIRE"	23-FEB-2021 08:30:33 AM	"IT Director"	1	"ITHELP    "
482	"Ivan"	"Sierra"	"1234"	"743-247-2536"	"536826f@gmail.com"	"HIRE"	01-SEP-2022 01:01:02 PM	"IT Support"	1	"ITHELP    "
489	"David"	"Sierra"	"6778"	"703-827-9076"	"auihfus0af@gmail.com"	"HIRE"	01-SEP-2022 01:03:05 PM	"Payroll Specialist"	1	"HR        "
490	"Ivan"	"Sierra"	"1234"	"743-207-2506"	"536806f@gmail.com"	"HIRE"	01-SEP-2022 01:01:02 PM	"IT Support"	1	"ITHELP    "
34	"Arthur"	"Dallywood"	"8323"	"321-652-5993"	"adallywo@abcco.com"	"HIRE"	12-JUN-2022 12:00:00 AM	"Tax Accounting Manager"	523	"ACCT      "
35	"Monique"	"Gotam"	"5982"	"423-924-0238"	"m.gotam@abcco.com"	"HIRE"	22-MAY-2022 12:00:00 AM	"Hardware Support Specialist"	887	"IT        "
50	"Geraldine"	"Lewis"	"1239"	"714-743-7777"	"glewis@abcco.com"	"HIRE"	08-AUG-2019 11:23:07 AM	"Assistant to CIO"	5	"EXEC      "
51	"Carlos"	"Figueroa"	"9856"	"714-743-5643"	"carlosF@abcco.com"	"HIRE"	12-APR-2021 09:53:44 AM	"IT Support Specialist"	1	"ITHELP    "
1002	"Daisy"	"John"	"0024"	"71-472-8394"	"daisyj@abco.com"	"HIRE"	01-SEP-2022 12:00:00 AM	"HR Executive Assistant"	1	"HR        "
91	"Reed"	"Weeks"	"1017"	"713-559-7576"	"rweeks@abcco.com"	"HIRE"	17-APR-2015 12:00:00 AM	"Network Security Manager"		"ITSEC     "
93	"Dana"	"Rhodes"	"2125"	"713-559-8384"	"drhodes@abcco.com"	"HIRE"	24-JUL-2010 12:00:00 AM	"Human Recources Service Manager"		"HR        "
155	"Rose"	"Bush"	"1289"	"832-097-5467"	"rbush@abcco.com"	"HIRE"	18-MAR-2022 12:00:00 AM	"Intern"	2	"HR        "
95	"Alex"	"Floyd"	"8163"	"713-559-4444"	"afloyd@abcco.com"	"HIRE"	28-MAY-2022 12:00:00 AM	"Network Security Analyst"	91	"ITSEC     "
96	"Biron"	"Smith"	"2222"	"832-333-4466"	"bsmith@abcco.com"	"HIRE"	28-JAN-2022 06:00:03 AM	"Accountant"	363	"ACCT      "
97	"Lauren"	"Lee"	"7751"	"713-559-9073"	"llee@abcco.com"	"HIRE"	14-FEB-2019 12:00:00 AM	"IT Service Desk Manager"		"ITHELP    "
98	"Kelly"	"Ann"	"2389"	"713-559-6223"	"kann@abcco.com"	"HIRE"	11-AUG-2022 12:00:00 AM	"HR Data Analyst"	93	"HR        "
102	"Kim"	"Von"	"7777"	"832-333-7788"	"kvon@abcco.com"	"HIRE"	28-JAN-2022 09:00:03 AM	"Manager and Network Administrator"	5	"ITHS      "
103	"Brian"	"Benson"	"3333"	"832-333-2233"	"bbenson@abcco.com"	"HIRE"	28-JAN-2022 12:00:03 AM	"Systems Analyst"	102	"ITHS      "
156	"Mike"	"Wazowski"	"1356"	"832-400-9123"	"mwazowski@abcco.com"	"HIRE"	27-FEB-2022 12:00:00 AM	"IT Technical Support Specialist"	1	"ITHELP    "
143	"Simon"	"Castillo"	"3756"	"281-345-5634"	"simcastillo21@abcco.com"	"HIRE"	12-MAR-2022 09:45:23 AM	"Financial Planner"	459	"FIN       "
144	"Jenna"	"Myers"	"8452"	"832-975-0232"	"jenmyers45@abcco.com"	"HIRE"	12-MAR-2022 09:45:23 AM	"Financial Planner"	459	"FIN       "
145	"Dana"	"Clark"	"5463"	"832-646-8349"	"danaclark03@abcco.com"	"HIRE"	18-MAY-2020 12:36:23 AM	"IT Help Desk Manager"	104	"ITHELP    "
146	"Eric"	"Baker"	"9535"	"832-734-6382"	"ericbaker12@abcco.com"	"HIRE"	08-FEB-2022 11:45:23 AM	"IT Technical Support Specialist"	145	"ITHELP    "
209	"Le"	"Chang"	"4324"	"713-222-2020"	"ochang42@gmail.com"	"HIRE"	03-SEP-2022 12:00:00 AM	"Sales Representative"	2	"SALES     "
210	"Matt"	"Burnett"	"2175"	"713-111-2101"	"mattyb123@gmail.com"	"HIRE"	21-OCT-2021 12:00:00 AM	"IT Technical Support Specialist"	137	"ITHELP    "
25	"Peter"	"Cannon"	"9956"	"352-552-5988"	"pcannon@abcco.com"	"HIRE"	25-AUG-2021 12:00:00 AM	"Accounting Manager"	2	"ACCT      "
22	"Verna"	"Coleman"	"6326"	"954-490-8685"	"vcoleman@abcco.com"	"HIRE"	15-JUL-2020 12:00:00 AM	"IT Technical Support Specialist"	1	"ITHELP    "
182	"Phoebe"	"Buffay"	"8955"	"281-444-6757"	"phobebuffay@abcco.com"	"HIRE"	14-AUG-2022 07:34:22 AM	"Accountant"	1	"ACCT      "
183	"Rachel"	"Greene"	"2341"	"282-564-5217"	"rachelgreene@abcco.com"	"HIRE"	14-AUG-2022 07:34:22 AM	"IT Support"	2	"ITHELP    "
1253	"John"	"Smith"	"2521"	"555-453-4597"	"jsmith@abcco.com"	"HIRE"	27-FEB-2022 12:00:00 AM	"Logistics Associate"	354	"LOGTRAN   "
1264	"Eric"	"Beldwick"	"2124"	"555-455-9829"	"ebeldwick@abcco.com"	"HIRE"	14-MAR-2020 12:00:00 AM	"IT Support Manager"	106	"ITHELP    "
220	"Ray"	"Corra"	"1111"	"832-917-1570"	"Raycorra@gmail.com"	"HIRE"	04-SEP-2022 03:42:43 AM	"IT Technical Support Specialist"	2	"ITHELP    "
221	"Carlos"	"Maine"	"5666"	"624-126-8388"	"carlmaine@abcco.com"	"HIRE"	24-JUN-2022 09:22:50 AM	"IT Technical Support Specialist"	145	"ITHELP    "
287	"Babar"	"Azam"	"2591"	"346-409-2967"	"bazam@gmail.com"	"HIRE"	05-JUN-2022 11:30:55 AM	"IT Support"	252	"ITHELP    "
302	"Rob"	"James"	"1017"	"832-999-1212"	"rrrjames@gmail.com"	"HIRE"	30-MAY-2022 12:00:00 AM	"System Administrat   or"	1	"MARK      "
245	"Andy"	"Miller"	"3333"	"832-222-1212"	"amiller@abcco.com"	"HIRE"	12-AUG-2022 09:30:15 AM	"Financial Analyst"	214	"FIN       "
252	"Kelsie"	"Smith"	"1111"	"832-947-4675"	"kwsmith@abcco.com"	"HIRE"	09-MAY-2022 08:05:15 AM	"IT Help Desk Manager"		"ITHELP    "
253	"Daniel"	"Martinez"	"2222"	"832-784-1245"	"dmartinez@abcco.com"	"HIRE"	10-JUL-2022 08:35:15 AM	"IT Help Desk"		"ITHELP    "
260	"Max"	"Kim"	"2345"	"832-123-0910"	"maxkim@abcco.com"	"HIRE"	08-SEP-2022 10:30:00 AM	"ITsupport"		"ITHELP    "
10	"James"	"Henderson"	"1612"	"832-475-2084"	"Jamesh@abcco.com"	"HIRE"	04-APR-2021 12:00:00 AM	"HR Analyst"	2	"HR        "
11	"Robert"	"Perryman"	"3212"	"281-617-9401"	"Robp@abcco.com"	"HIRE"	12-OCT-2020 12:00:00 AM	"IT HELP DESK MANAGER"	361	"ITHELP    "
274	"Hannah"	"Reeves"	"7083"	"983-343-4321"	"Hanves@abcco.com"	"HIRE"	20-AUG-2022 12:00:00 AM	"Accountant"	2	"ACCT      "
275	"Jaustin"	"James"	"5093"	"983-823-9328"	"Jjames@abcco.com"	"HIRE"	23-JUN-2022 12:00:00 AM	"IT Help Desk"	2	"ITHELP    "
280	"Kimmich"	"Khan"	"5698"	"832-997-4455"	"kimkhan@live.com"	"HIRE"	12-AUG-2022 09:20:34 AM	"Recruiter"	93	"HR        "
817	"James"	"Cohan"	"6924"	"832-715-2732"	"jcohan@abcco.com"	"HIRE"	27-JUN-2022 12:00:00 AM	"IT Help Desk Assnt Manager"	212	"ITHELP    "
924	"Haley"	"Fannigan"	"8734"	"832-743-4734"	"hfannig@abcco.com"	"HIRE"	27-JUL-2022 12:00:00 AM	"HR Assnt Analyst"	46	"HR        "
304	"Mike"	"Wasowski"	"1234"	"281-000-1029"	"mwasowski22@gmail.com"	"HIRE"	09-JUL-2022 12:00:00 AM	"System Administrator"	1	"ITHELP    "
3654	"Nicolas"	"Johnson"	"2394"	"832-555-5555"	"njohnson@abcco.com"	"HIRE"	01-SEP-2022 12:00:00 AM	"HR Analyst"	2	"HR        "
3655	"Carlos"	"Rodgriguez"	"1910"	"832-666-6666"	"crodriguez@abcco.com"	"HIRE"	02-SEP-2022 12:00:00 AM	"Systems Analyst"	1	"ITHELP    "
1001	"Jane"	"Smith"	"3245"	"832-554-1243"	"smithj@abcco.com"	"HIRE"	01-JAN-2021 12:00:00 AM	"HR Assistant"	4	"HR        "
1003	"John"	"Reilley"	"3764"	"713-555-9867"	"jreilley@abcco.com"	"HIRE"	14-FEB-2021 12:00:00 AM	"IT Help Desk Helper"	2	"ITHELP    "
334	"Chris"	"Adams"	"9714"	"832-794-7647"	"ca@hotmail.com"	"HIRE"	01-JAN-2020 10:00:00 AM	"System Analist"		"ITHELP    "
510	"Chris"	"Adams"	"9714"	"832-894-7647"	"ca2@hotmail.com"	"HIRE"	01-JAN-2020 10:00:00 AM	"Senior Systems Analyst"	1	"ITHELP    "
513	"Chris"	"Adams"	"9714"	"999-894-7647"	"ca2347@hotmail.com"	"HIRE"	01-JAN-2020 10:00:00 AM	"Senior Systems Analyst"	1	"ITHELP    "
407	"Liliana"	"Espinoza"	"3335"	"832-388-0744"	"espinoza.lili03@gmail.com"	"HIRE"	19-JUN-2022 05:33:03 PM	"Systems Analyst"	1	"ITHELP    "
408	"Derek"	"James"	"4135"	"832-288-1122"	"derekj03@gmail.com"	"HIRE"	19-AUG-2022 11:33:03 PM	"Systems Analyst"	1	"ITHELP    "
414	"Lili"	"Espin"	"3435"	"281-418-0744"	"espin.lili03@gmail.com"	"HIRE"	19-OCT-2022 05:33:03 PM	"Systems Analyst"	1	"ITHELP    "
1	"Suzanne"	"Johnson"	"4523"	"832-127-3141"	"spjohns@abcco.com"	"CHANGE JOB TITLE"	10-JAN-2022 08:00:00 AM	"IT Help Desk Manager"		"ITHELP    "
2	"Paulo"	"Panadero"	"3260"	"281-919-3374"	"pppanad@abcco.com"	"HIRE"	01-AUG-2019 05:47:12 PM	"Director - Onboarding"		"HR        "
3	"Sally"	"Rogers"	"3260"	"281-919-3396"	"srogers@abcco.com"	"CHANGE JOB TITLE"	28-APR-2020 03:55:56 PM	"HR Analyst"	2	"HR        "
4	"Georgianna"	"Washington"	"3584"	"281-218-8122"	"gswashi12@abcco.com"	"CHANGE JOB TITLE"	10-NOV-2019 07:51:38 AM	"Senior Systems Analyst"	1	"ITHELP    "
5	"Jorge"	"Ibáñez"	"4290"	"832-719-2102"	"jpibane33@abcco.com"	"HIRE"	10-NOV-2018 11:09:33 AM	"Chief Information Officer (CIO)"	1326	"EXEC      "
6	"Nancy"	"Pfeffercorn"	"8187"	"281-213-6702"	"ngpfeff01@abcco.com"	"HIRE"	10-NOV-2015 07:40:19 AM	"Assistant to CEO"		"EXEC      "
67	"April"	"ONeil"	"9123"	"281-330-8004"	"AONeil@abcco.com"	"HIRE"	17-JAN-2022 08:00:00 AM	"Trainer"	904	"HR        "
68	"Donatello"	"Izza"	"3219"	"281-330-2345"	"DIzza@abcco.com"	"HIRE"	08-DEC-2020 10:12:00 AM	"IT Technical Support Specialist"	312	"ITHELP    "
69	"Leonardo"	"Splinter"	"1293"	"281-330-8764"	"LSplinter@abcco.com"	"HIRE"	04-FEB-2018 12:32:02 AM	"Director of Project Management"	16	"EXEC      "
61	"Michael"	"Jackson"	"6633"	"713-334-7645"	"MJackson@abcco.com"	"HIRE"	15-AUG-2022 09:53:10 AM	"HR Analyst"	2	"HR        "
62	"Marc"	"Anthony"	"8765"	"832-321-3471"	"MAnthony76@abcco.com"	"HIRE"	10-JAN-2022 10:10:10 AM	"IT Help Desk"	1	"ITHELP    "
110	"John"	"Appleseed"	"8545"	"281-965-9232"	"jappleseed@abcco.com"	"HIRE"	15-AUG-2022 10:30:30 AM	"HR Assistant"	2	"HR        "
111	"Lucy"	"Lee"	"8544"	"281-965-9233"	"luclee@abcco.com"	"HIRE"	15-JUL-2022 10:30:30 AM	"IT Technical Support Specialist"	1	"ITHELP    "
128	"Annie"	"Tran"	"2323"	"832-098-2233"	"antran@abcco.com"	"HIRE"	26-AUG-2022 09:00:00 AM	"IT Technical Support Specialist"	1	"ITHELP    "
129	"Michael"	"Markle"	"9535"	"281-029-8454"	"mmarkle@abcco.com"	"HIRE"	26-AUG-2022 09:05:00 AM	"IT Help Desk Intern"	1	"ITHELP    "
130	"Ken"	"Cruz"	"4235"	"713-052-6327"	"kcruz@abcco.com"	"HIRE"	26-AUG-2022 09:15:24 AM	"HR Assistant"	2	"HR        "
131	"Jon"	"Ralphio"	"5636"	"281-330-5500"	"jralphio99@abcco.com"	"HIRE"	01-JUL-2022 12:00:00 AM	"Systems Analyst"	1	"ITHELP    "
132	"Nina"	"Dobrev"	"2112"	"281-331-8845"	"ndobrev176@abcco.com"	"HIRE"	01-JUL-2022 12:00:00 AM	"Human Resource Information Specialist"	2	"HR        "
135	"Bean"	"Bryant"	"1414"	"832-233-1411"	"bbryant@abcco.com"	"HIRE"	22-FEB-2018 11:08:44 AM	"Senior Accountant"	369	"ACCT      "
136	"Andy"	"Johnson"	"8008"	"713-330-2122"	"ajohnson@abcco.com"	"HIRE"	13-MAR-2016 09:08:44 AM	"IT Technical Support Specialist"	312	"ITHELP    "
255	"Cemile"	"Shanta"	"4965"	"281-264-5182"	"cshanta@accco.com"	"HIRE"	16-JUN-2022 09:53:35 AM	"Accounts Assistant"		"ACCT      "
256	"Dieter"	"Nadav"	"9654"	"281-314-1483"	"dnadav@accco.com"	"HIRE"	20-APR-2022 10:20:35 AM	"IT Technical Support Specialist"		"ITHELP    "
257	"Telmo"	"Sati"	"7362"	"281-616-0364"	"tsati@accco.com"	"HIRE"	05-AUG-2022 09:53:35 AM	"Intern"		"ITHELP    "
151	"Ali"	"alek"	"6666"	"832-545-6767"	"Alialek@abcco.com"	"HIRE"	06-JUN-2022 08:43:22 AM	"systems Analyst"		"ITHELP    "
152	"suzie"	"sue"	"5555"	"222-444-7777"	"suzansue@abcco.com"	"HIRE"	06-JUL-2022 07:34:22 AM	"Recruiter"		"HR        "
153	"James"	"Pederson"	"1234"	"179-545-6787"	"jpederson@abcco.com"	"HIRE"	01-JUL-2020 12:00:00 AM	"Graphic Designer"	6	"EXEC      "
154	"John"	"Ward"	"4321"	"713-589-9765"	"jward@abcco.com"	"HIRE"	01-AUG-2020 12:00:00 AM	"Lead IT Help Desk"	5	"ITHELP    "
651	"Kevin"	"Peters"	"2491"	"349-194-2942"	"kevinpeters@abcco.com"	"HIRE"	07-MAY-2022 12:00:00 AM	"IT Technical Support Specialist"		"ITHELP    "
652	"Henry"	"Mack"	"9420"	"385-295-3928"	"henrymack@abcco.com"	"HIRE"	08-MAY-2022 12:00:00 AM	"Senior CPA"		"ACCT      "
653	"Terry"	"Black"	"5022"	"781-295-5899"	"terryblack@abcco.com"	"HIRE"	09-MAY-2022 12:00:00 AM	"IT Help Desk"		"ITHELP    "
231	"Gracie"	"Dietriech"	"1234"	"832-123-0909"	"gdietriech@abcco.com"	"HIRE"	08-SEP-2022 12:30:00 PM	"Accountant"		"ACCT      "
264	"Danny"	"Cordray"	"9952"	"979-345-4626"	"smoothdan@abcco.com"	"HIRE"	23-AUG-2022 08:00:00 AM	"Travelling Salesman"	69	"SALES     "
265	"Nick"	"Franklin"	"2457"	"979-448-3795"	"underapreciatedtech@abcco.com"	"HIRE"	18-AUG-2022 08:00:00 AM	"IT Technician"	1	"ITHELP    "
1391	"Sebastian"	"Ingrosso"	"9923"	"713-493-2847"	"singrosso@abcco.com"	"HIRE"	15-AUG-2023 08:30:37 PM	"Senior Tax Accountant"	34	"ACCT      "
1393	"Salvatore"	"Ganacci"	"1733"	"713-384-2939"	"sganacci@abcco.com"	"HIRE"	15-AUG-2023 08:30:37 PM	"IT Technical Support Specialist"	2	"ITHELP    "
1406	"Mandy"	"Barnes"	"4888"	"832-113-4342"	"m_barnes@abcco.com"	"HIRE"	30-AUG-2023 12:31:31 PM	"Senior Finance Manager"	44	"FIN       "
13	"Laura"	"Scott"	"5698"	"346-447-6363"	"lmscott@abcco.com"	"HIRE"	23-AUG-2022 12:00:00 AM	"Accountant"	2	"ACCT      "
12	"Mikey"	"Wong"	"8514"	"346-825-7863"	"mswong@abcco.com"	"HIRE"	06-JUL-2022 12:00:00 AM	"Systems Analyst"	1	"ITHELP    "
14	"Lamar"	"Littles"	"6515"	"832-688-8743"	"lllittles@abcco.com"	"HIRE"	21-MAR-2022 12:00:00 AM	"IT Help Desk Manager"		"ITHELP    "
550	"Jeremiah"	"Soyebo"	"5550"	"281-555-0000"	"jeremiahsoyebo@abcco.com"	"HIRE"	06-JUN-2022 12:00:00 AM	"Recruiter"	551	"HR        "
552	"Georgianna"	"Washington"	"5560"	"346-000-2222"	"georgiannawash@abcco.com"	"HIRE"	10-NOV-2019 12:00:00 AM	"Senior Systems Analyst"		"ITHELP    "
551	"LeBron"	"James"	"5555"	"832-555-2250"	"lebronjames@abcco.com"	"HIRE"	01-MAR-2022 12:00:00 AM	"Systems Analyst"	552	"ITHELP    "
1333	"Kelly"	"Legg"	"0040"	"832-888-6529"	"klegg@abcco.com"	"HIRE"	30-AUG-2022 10:00:40 AM	"IT Technical Support Specialist"	651	"ITHELP    "
1334	"Norma"	"Jean"	"0039"	"281-701-4520"	"njean@abcco.com"	"HIRE"	31-AUG-2022 09:25:32 AM	"Social Media Consultant"	1355	"MARK      "
1335	"Luigie"	"Bob"	"3569"	"445-474-9090"	"L.Bob@gmail.com"	"HIRE"	15-MAY-2022 11:30:04 AM	"HR Assistant"	2	"HR        "
451	"James"	"Jones"	"2131"	"231-251-9940"	"jamesjones@gmail.com"	"HIRE"	05-AUG-2022 12:00:00 AM	"Accountant"		"FIN       "
141	"Fred"	"Clark"	"3451"	"132-311-3413"	"fredclark@gmail.com"	"HIRE"	05-MAY-2019 12:00:00 AM	"IT Technical Support Specialist"		"ITHELP    "
1336	"Reggie"	"Millier"	"3579"	"475-444-9092"	"reggieMilliery@gmail.com"	"HIRE"	13-MAY-2022 10:19:04 AM	"IT Help Assistant"	2	"ITHELP    "
1337	"Charcer"	"Burks"	"2339"	"832-537-8044"	"charbur@abcco.com"	"HIRE"	01-JAN-2023 08:53:35 AM	"Sales Consultant"	2	"SALES     "
601	"John"	"Blake"	"4321"	"111-222-3333"	"JB@abcco.com"	"HIRE"	01-JUN-2022 12:00:00 AM	"Recruiter"	1	"HR        "
602	"David"	"Yang"	"6543"	"444-555-6666"	"DY@abcco.com"	"HIRE"	01-JUN-2022 12:00:00 AM	"IT Technical Support Specialist"	1	"ITHELP    "
603	"Jeremy"	"Arc"	"8765"	"777-888-9999"	"JA@abcco.com"	"HIRE"	01-JUN-2022 12:00:00 AM	"IT Technical Support Specialist"	1	"ITHELP    "
8	"Milly"	"Hawk"	"9022"	"909-111-2331"	"mfhawk@abcco.com"	"HIRE"	20-AUG-2020 09:00:00 AM	"Senior Sales Representative"	78	"SALES     "
9	"Bill"	"Newt"	"9013"	"909-001-2331"	"bbnewt@abcco.com"	"HIRE"	20-APR-2022 09:00:00 AM	"IT Technical Support Specialist"	1	"ITHELP    "
430	"Sarah"	"Wayne"	"2621"	"832-561-7877"	"swayne@abcco.com"	"HIRE"	05-JUN-2022 11:45:25 AM	"Sales Representative"		"SALES     "
431	"Stephen"	"Johnson"	"5152"	"832-432-6251"	"sjohnson@abcco.com"	"HIRE"	16-SEP-2019 08:34:55 AM	"IT Technical Support Specialist"		"ITHELP    "
432	"Michael"	"Barns"	"2099"	"832-432-6371"	"mbarns@abcco.com"	"HIRE"	11-JAN-2020 02:11:23 PM	"IT Technical Support Specialist"		"ITHELP    "
754	"Rudy"	"Castellanos"	"5737"	"831-721-1195"	"rcast@abcco.com"	"HIRE"	15-JAN-2023 08:50:17 PM	"Digital Sales Manager"	1326	"SALES     "
813	"Lumen"	"Luna"	"1597"	"713-564-8064"	"lluna@abcco.com"	"HIRE"	15-FEB-2021 08:30:00 AM	"HR Analyst"	2	"HR        "
814	"Javier"	"Peña"	"8615"	"713-495-3490"	"jpeña@abcco.com"	"HIRE"	15-FEB-2021 08:30:00 AM	"Systems Analyst"	1	"ITHELP    "
875	"Chad"	"Chadson"	"6969"	"832-345-6789"	"chadson23@gmail.com"	"HIRE"	27-JAN-2023 08:30:15 AM	"Accountant"	523	"ACCT      "
876	"Sue"	"Port"	"4200"	"832-234-4567"	"sueport1@gmail.com"	"HIRE"	20-JAN-2023 08:45:17 AM	"IT Help Desk"	1	"ITHELP    "
932	"Alex"	"Smith"	"3939"	"832-567-3423"	"asmith2@xyzco.com"	"HIRE"	15-JUL-2020 08:50:17 PM	"Salesman"		"SALES     "
933	"Michael"	"Johnson"	"4949"	"832-567-4444"	"mjohnson@xyzco.com"	"HIRE"	15-JUN-2020 08:50:17 PM	"IT helpdesk"		"ITHELP    "
935	"David"	"Clark"	"2345"	"832-567-7373"	"dclark@xyzco.com"	"HIRE"	15-MAY-2020 08:50:17 PM	"Cloud Systems Integrator"	1222	"IT        "
996	"Jason"	"Williams"	"1945"	"800-323-7135"	"JWilliams@IT.com"	"HIRE"	17-AUG-2020 12:00:00 AM	"Hardware Support Specialist"	887	"IT        "
114	"George"	"McCarthy"	"6671"	"832-492-7777"	"gmccarthy@abcco.com"	"HIRE"	22-NOV-2011 12:00:00 AM	"Analyst"	22	"FIN       "
713	"Daniel"	"Ramirez"	"7631"	"281-341-8901"	"dramirez@abcco.com"	"HIRE"	22-SEP-2018 12:00:00 AM	"IT Help Desk"	12	"ITHELP    "
1035	"John"	"Titoria"	"5430"	"111-222-3267"	"jtitor@abcco.com"	"HIRE"	11-FEB-2022 12:00:00 AM	"Forensic Analyst"	884	"ITSEC     "
1036	"Itaru"	"Hashia"	"5432"	"112-232-3567"	"ihashida@abcco.com"	"HIRE"	11-FEB-2022 12:00:00 AM	"Hardware Support Specialist"	887	"IT        "
1379	"Paul"	"B"	"1379"	"832-999-7788"	"paulb@admen.com"	"HIRE"	01-JAN-2022 10:01:05 AM	"Consultant"	1	"CSLT      "
1651	"Jose"	"Lopez"	"3255"	"281-214-4153"	"lopezjo@abcco.com"	"HIRE"	18-JAN-2022 10:32:02 AM	"Hardware Support Specialist"	887	"IT        "
2250	"Allison"	"Lozz"	"2342"	"832-252-5321"	"lozzall@abcco.com"	"HIRE"	27-NOV-2021 12:42:10 PM	"Recruiter"	3	"HR        "
1060	"Mary"	"Helen"	"9238"	"210-383-4444"	"mhelen@abcco.com"	"CHANGE JOB TITLE"	15-JAN-2023 08:50:17 PM	"Digital Sales Manager"	1326	"SALES     "
1081	"Jimmy"	"Clark"	"8364"	"832-474-8383"	"jclark@abcco.com"	"CHANGE JOB TITLE"	03-FEB-2023 08:50:17 PM	"IT Technical Support Specialist"	1326	"ITHELP    "
1998	"Nancy"	"Smith"	"8493"	"3467585327"	"nancysmith@abcco.com"	"HIRE"	06-FEB-2023 12:00:00 AM	"Talent Acquisition Specialist"	2	"HR        "
1999	"Nathan"	"Jackson"	"3948"	"9737585327"	"nathanjackson@abcco.com"	"HIRE"	01-OCT-2022 12:00:00 AM	"I.T. Help Desk Assistant"	1	"ITHELP    "
1341	"Eric"	"Langston"	"1941"	"281-329-2141"	"elangston@abcco.com"	"HIRE"	19-MAY-2022 12:00:00 AM	"IT Technical Support Specialist"		"ITHELP    "
1342	"Calvin"	"Anderson"	"3455"	"281-999-2011"	"canderson@abcco.com"	"HIRE"	12-JAN-2022 12:00:00 AM	"IT Technical Support Specialist"	1341	"ITHELP    "
1343	"Andrea"	"Carlton"	"8215"	"713-992-2932"	"acarlton@abcco.com"	"HIRE"	02-MAR-2022 12:00:00 AM	"Lead Accountant"		"ACCT      "
1361	"Sandy"	"Crane"	"5123"	"832-712-9411"	"scrane@abcco.com"	"HIRE"	15-AUG-2023 08:30:37 PM	"Senior Tax Accountant"	34	"ACCT      "
213	"Shivam"	"Smith"	"8450"	"832-315-4398"	"ssmith@abcco.com"	"HIRE"	08-AUG-2023 12:00:00 AM	"IT Technical Support Specialist"	1	"ITHELP    "
107	"Francis"	"Francer"	"8940"	"832-315-4399"	"frannyF@abcco.com"	"HIRE"	09-AUG-2023 12:00:00 AM	"Cloud Architect"	1	"IT        "
38	"Iolla"	"Lee"	"4510"	"832-315-4392"	"ilee@abcco.com"	"HIRE"	10-AUG-2023 12:00:00 AM	"Human Resources Manager"	2	"HR        "
1440	"Diana"	"Murphy"	"1234"	"555-678-9012"	"diana.murphy@abcco.com"	"HIRE"	22-SEP-2023 09:15:35 PM	"IT Manager"		"IT        "
1452	"Marcus"	"Reed"	"1234"	"555-123-4567"	"marcus.reed@example.com"	"HIRE"	22-SEP-2023 09:38:43 PM	"Senior Graphic Designer"		"MARK      "
1470	"Tony"	"Lam"	"2323"	"832-212-1234"	"tlam@yahoo.com"	"HIRE"	10-SEP-2023 05:17:13 PM	"Accountant"		"ACCT      "
1472	"Robert"	"Dinero"	"3322"	"321-234-1234"	"rdinero@yahoo.com"	"HIRE"	12-SEP-2023 04:12:32 PM	"IT Technical Support Specialist"		"ITHELP    "
1473	"Andy"	"Lee"	"2432"	"823-234-1243"	"alee@yahoo.com"	"HIRE"	13-SEP-2023 07:34:12 PM	"IT Technical Support Specialist"		"ITHELP    "
1505	"Sharicka"	"Monica"	"2432"	"345-654-3456"	"shmon@abcco.com"	"HIRE"	06-OCT-2023 03:44:54 PM	"Research Analyst"	1	"RANDD     "
